data	open	high	low	close	volume
2023-07-25 11:40:00	116.29	116.37	116.11	116.19	38704
2023-07-25 15:20:00	116.2	116.37	116.09	116.28	31373
2023-07-26 08:00:00	116.27	116.33	115.97	116.16	35298
2023-07-26 11:40:00	116.16	116.26	115.9	116.22	34502
2023-07-26 15:20:00	116.23	116.23	115.81	115.87	35996
2023-07-27 08:00:00	116.33	116.42	115.73	115.86	78032
2023-07-27 11:40:00	115.86	116.6	115.83	116.34	54034
2023-07-27 15:20:00	116.34	116.76	115.94	116.13	53828
2023-07-28 08:00:00	115.71	116.09	115.11	116.01	60727
2023-07-28 11:40:00	116.01	116.32	115.92	115.92	37078
2023-07-28 15:20:00	115.92	116.04	115.75	115.82	28961
2023-07-31 08:00:00	115.56	115.82	115.42	115.66	35711
2023-07-31 11:40:00	115.67	116.02	115.57	115.67	37345
2023-07-31 15:20:00	115.67	116.09	115.61	116.07	40578
2023-08-01 08:00:00	116.05	116.14	115.56	115.79	41669
2023-08-01 11:40:00	115.79	115.95	115.31	115.38	47001
2023-08-01 15:20:00	115.38	115.55	115.12	115.17	42666
2023-08-02 08:00:00	115.37	115.47	115.2	115.41	49761
2023-08-02 11:40:00	115.41	115.78	115.39	115.48	45622
2023-08-02 15:20:00	115.48	115.59	115.14	115.22	45584
2023-08-03 08:00:00	115.11	115.11	114.3	114.46	81273
2023-08-03 11:40:00	114.47	115.01	114.46	114.53	55191
2023-08-03 15:20:00	114.54	114.71	114.33	114.53	48792
2023-08-04 08:00:00	114.29	114.54	114.21	114.3	49731
2023-08-04 11:40:00	114.31	114.61	113.95	114.58	54385
2023-08-04 15:20:00	114.58	115.03	114.55	114.99	44887
2023-08-07 08:00:00	115.08	115.09	114.4	114.42	32946
2023-08-07 11:40:00	114.42	114.69	114.03	114.64	59256
2023-08-07 15:20:00	114.64	114.68	114.39	114.65	32149
2023-08-08 08:00:00	115.02	115.57	114.95	115.49	60262
2023-08-08 11:40:00	115.48	115.85	115.46	115.64	51706
2023-08-08 15:20:00	115.65	115.82	115.61	115.82	29002
2023-08-09 08:00:00	115.96	116.02	115.74	115.96	39413
2023-08-09 11:40:00	115.95	115.96	115.38	115.46	41933
2023-08-09 15:20:00	115.46	115.72	115.4	115.58	37765
2023-08-10 08:00:00	115.36	115.69	115.36	115.41	34441
2023-08-10 11:40:00	115.41	115.78	115.36	115.75	36544
2023-08-10 15:20:00	115.74	115.86	115.47	115.58	27973
2023-08-11 08:00:00	115.11	115.35	115.02	115.1	39076
2023-08-11 11:40:00	115.1	115.16	114.55	114.64	48858
2023-08-11 15:20:00	114.64	114.78	114.52	114.61	31072
2023-08-14 08:00:00	114.55	114.91	114.51	114.85	23970
2023-08-14 11:40:00	114.85	114.99	114.61	114.65	27790
2023-08-14 15:20:00	114.64	114.65	114.27	114.5	29551
2023-08-15 08:00:00	114.01	114.21	113.48	113.65	36602
2023-08-15 11:40:00	113.65	113.75	113.04	113.71	64471
2023-08-15 15:20:00	113.71	113.9	113.53	113.66	32611
2023-08-16 08:00:00	113.58	114.04	113.58	113.9	40052
2023-08-16 11:40:00	113.9	114.02	113.61	113.64	43067
2023-08-16 15:20:00	113.65	113.91	113.57	113.71	33851
2023-08-17 08:00:00	113.09	113.52	113.02	113.34	46913
2023-08-17 11:40:00	113.33	113.53	113.23	113.4	46831
2023-08-17 15:20:00	113.39	113.44	113.15	113.3	25990
2023-08-18 08:00:00	113.92	114.15	113.77	114.14	40786
2023-08-18 11:40:00	114.14	114.27	113.83	113.95	35975
2023-08-18 15:20:00	113.96	114.11	113.8	113.98	33212
2023-08-21 08:00:00	113.62	114.11	113.56	113.87	26793
2023-08-21 11:40:00	113.88	113.9	113.46	113.48	26106
2023-08-21 15:20:00	113.48	113.53	113.21	113.39	24693
2023-08-22 08:00:00	113.44	113.95	113.4	113.93	35369
2023-08-22 11:40:00	113.93	114.04	113.8	113.84	33564
2023-08-22 15:20:00	113.84	114.24	113.77	114.09	28975
2023-08-23 08:00:00	114.12	115.25	114.12	115.13	63956
2023-08-23 11:40:00	115.13	115.22	114.74	115.01	42848
2023-08-23 15:20:00	115.01	115.52	114.99	115.52	42701
2023-08-24 08:00:00	115.71	116.12	115.53	115.54	46970
2023-08-24 11:40:00	115.54	115.54	115.16	115.22	35479
2023-08-24 15:20:00	115.22	115.41	115.13	115.29	33939
2023-08-25 08:00:00	115.13	115.28	114.98	115.0	35550
2023-08-25 11:40:00	114.99	115.04	114.68	114.88	33055
2023-08-25 15:20:00	114.88	115.2	114.61	114.86	39399
2023-08-28 08:00:00	114.74	115.05	114.61	114.62	18274
2023-08-28 11:40:00	114.62	115.07	114.42	115.03	30444
2023-08-28 15:20:00	115.02	115.05	114.68	114.88	22596
2023-08-29 08:00:00	115.21	115.25	114.98	115.2	36565
2023-08-29 11:40:00	115.2	115.25	114.8	114.86	41352
2023-08-29 15:20:00	114.85	115.64	114.83	115.45	55303
2023-08-30 08:00:00	115.06	115.3	114.89	114.91	93337
2023-08-30 11:40:00	114.9	115.4	114.73	115.29	52903
2023-08-30 15:20:00	115.29	115.39	115.07	115.11	42425
2023-08-31 08:00:00	115.1	115.76	114.86	115.74	48946
2023-08-31 11:40:00	115.74	115.86	115.57	115.64	45937
2023-08-31 15:20:00	115.65	115.99	115.58	115.85	56905
2023-09-01 08:00:00	115.85	115.86	115.45	115.68	34487
2023-09-01 11:40:00	115.69	115.96	115.5	115.52	44969
2023-09-01 15:20:00	115.52	115.58	114.79	114.94	50999
2023-09-04 08:00:00	114.79	114.82	114.44	114.51	38515
2023-09-04 11:40:00	114.51	114.59	114.19	114.2	37630
2023-09-04 15:20:00	114.2	114.39	114.18	114.36	27829
2023-09-05 08:00:00	114.22	114.29	114.02	114.2	33644
2023-09-05 11:40:00	114.19	114.24	113.93	114.01	30725
2023-09-05 15:20:00	114.01	114.21	113.92	113.96	22971
2023-09-06 08:00:00	113.55	113.64	113.02	113.42	52589
2023-09-06 11:40:00	113.42	113.57	113.32	113.37	43032
2023-09-06 15:20:00	113.37	113.57	112.76	112.85	69483
2023-09-07 08:00:00	112.72	113.4	112.66	113.27	60751
2023-09-07 11:40:00	113.27	113.41	113.1	113.28	43313
2023-09-07 15:20:00	113.29	113.43	113.26	113.4	28051
2023-09-08 08:00:00	113.67	114.01	113.32	113.38	36091
2023-09-08 11:40:00	113.38	113.5	113.19	113.34	37213
2023-09-08 15:20:00	113.34	113.63	113.34	113.42	27280
2023-09-11 08:00:00	113.2	113.36	113.05	113.2	26675
2023-09-11 11:40:00	113.2	113.2	112.9	112.98	39693
2023-09-11 15:20:00	112.98	113.07	112.85	112.94	39366
2023-09-12 08:00:00	112.94	113.32	112.86	113.07	37683
2023-09-12 11:40:00	113.07	113.27	112.93	113.03	41948
2023-09-12 15:20:00	113.02	113.06	112.82	112.83	32197
2023-09-13 08:00:00	112.61	112.73	112.38	112.45	88343
2023-09-13 11:40:00	112.45	112.61	112.0	112.43	68152
2023-09-13 15:20:00	112.43	112.75	112.39	112.65	46469
2023-09-14 08:00:00	112.74	112.77	112.41	112.58	35119
2023-09-14 11:40:00	112.59	113.84	112.47	113.56	90394
2023-09-14 15:20:00	113.57	113.69	113.12	113.34	67525
2023-09-15 08:00:00	113.55	113.57	112.7	112.9	54687
2023-09-15 11:40:00	112.9	112.91	112.46	112.57	53664
2023-09-15 15:20:00	112.58	112.62	112.32	112.49	46786
2023-09-18 08:00:00	112.27	112.38	112.08	112.21	34853
2023-09-18 11:40:00	112.2	112.25	111.84	111.87	57443
2023-09-18 15:20:00	111.88	112.02	111.82	112.01	38019
2023-09-19 08:00:00	111.94	112.25	111.84	112.24	39308
2023-09-19 11:40:00	112.23	112.34	111.67	111.82	60103
2023-09-19 15:20:00	111.82	112.0	111.81	111.89	28727
2023-09-20 08:00:00	111.98	112.17	111.89	112.15	39160
2023-09-20 11:40:00	112.15	112.28	112.04	112.27	43126
2023-09-20 15:20:00	112.27	112.52	112.24	112.47	38646
2023-09-21 08:00:00	111.91	112.11	111.75	111.84	58327
2023-09-21 11:40:00	111.84	112.15	111.36	111.56	74679
2023-09-21 15:20:00	111.56	111.84	111.55	111.77	52997
2023-09-22 08:00:00	111.66	112.13	111.53	111.83	54281
2023-09-22 11:40:00	111.82	111.87	111.39	111.46	44392
2023-09-22 15:20:00	111.46	111.5	111.21	111.33	57835
2023-09-25 08:00:00	111.19	111.39	110.67	110.69	59118
2023-09-25 11:40:00	110.69	110.78	110.41	110.45	58933
2023-09-25 15:20:00	110.45	110.79	110.39	110.55	49749
2023-09-26 08:00:00	110.45	110.68	110.05	110.31	78610
2023-09-26 11:40:00	110.3	110.64	110.17	110.32	81164
2023-09-26 15:20:00	110.33	110.38	109.72	109.74	62596
2023-09-27 08:00:00	109.8	110.47	109.75	110.42	68890
2023-09-27 11:40:00	110.41	110.52	110.23	110.23	60178
2023-09-27 15:20:00	110.23	110.25	109.4	109.44	67571
2023-09-28 08:00:00	109.45	109.54	108.48	108.78	147483
2023-09-28 11:40:00	108.78	108.99	108.13	108.27	88569
2023-09-28 15:20:00	108.27	108.93	108.09	108.74	86930
2023-09-29 08:00:00	108.92	109.93	108.84	109.73	90701
2023-09-29 11:40:00	109.73	109.87	109.37	109.7	71754
2023-09-29 15:20:00	109.69	109.96	109.39	109.58	74126
2023-10-02 08:00:00	109.33	109.76	109.21	109.54	58251
2023-10-02 11:40:00	109.54	109.95	109.37	109.64	64576
2023-10-02 15:20:00	109.65	109.72	109.31	109.35	68322
2023-10-03 08:00:00	109.42	109.48	108.89	108.9	51481
2023-10-03 11:40:00	108.91	109.17	108.49	108.99	96179
2023-10-03 15:20:00	108.99	109.26	108.24	108.34	83192
2023-10-04 08:00:00	107.9	108.39	107.63	108.16	85899
2023-10-04 11:40:00	108.16	108.79	107.94	108.5	90046
2023-10-04 15:20:00	108.5	108.96	108.0	108.89	62125
2023-10-05 08:00:00	109.0	109.04	108.18	108.41	73358
2023-10-05 11:40:00	108.41	108.7	108.33	108.54	66238
2023-10-05 15:20:00	108.54	108.98	108.53	108.79	68548
2023-10-06 08:00:00	108.68	108.68	108.24	108.47	51176
2023-10-06 11:40:00	108.47	108.52	107.69	108.2	78773
2023-10-06 15:20:00	108.21	108.61	107.9	108.4	74969
2023-10-09 08:00:00	108.75	108.92	108.17	108.46	53965
2023-10-09 11:40:00	108.46	108.57	108.09	108.4	57578
2023-10-09 15:20:00	108.4	109.25	108.29	109.07	50372
2023-10-10 08:00:00	109.22	109.55	109.07	109.28	88910
2023-10-10 11:40:00	109.28	109.36	108.96	109.14	77654
2023-10-10 15:20:00	109.14	110.17	108.98	109.95	81777
