Eurex.Bund
Eurex.Bund
ora	high	low	open	close	volume
20052026 040000	124,02	123,93	123,97	123,97	1794
20052026 050000	124,03	123,93	123,96	124,02	1818
20052026 060000	124,08	123,98	124,03	123,99	2153
20052026 070000	124,05	123,95	123,99	123,97	4033
20052026 080000	124,15	123,94	123,97	124,08	42582
20052026 090000	124,12	124,00	124,08	124,05	67753
20052026 100000	124,22	124,04	124,05	124,21	109176
20052026 110000	124,21	124,13	124,21	124,17	106127
20052026 120000	124,29	124,16	124,17	124,22	71072
20052026 130000	124,29	124,17	124,22	124,17	81104
20052026 140000	124,34	124,16	124,17	124,28	98868
20052026 150000	124,37	124,26	124,27	124,32	122834
20052026 160000	124,75	124,24	124,33	124,72	308045
20052026 170000	125,12	124,70	124,72	124,82	273836
20052026 180000	124,92	124,76	124,81	124,88	48043
20052026 190000	125,00	124,87	124,87	124,90	26193
20052026 200000	124,99	124,87	124,90	124,96	11733
20052026 210000	125,05	124,93	124,96	124,95	13606
21052026 020000	124,88	124,77	124,81	124,87	3560
21052026 030000	125,01	124,87	124,88	124,98	3674
21052026 040000	124,99	124,91	124,98	124,91	1391
21052026 050000	124,92	124,88	124,91	124,89	1752
21052026 060000	124,90	124,86	124,88	124,90	3237
21052026 070000	124,90	124,76	124,89	124,79	6902
21052026 080000	124,88	124,71	124,79	124,72	36581
21052026 090000	125,01	124,71	124,73	124,90	121336
21052026 100000	125,12	124,89	124,89	124,90	152630
21052026 110000	125,06	124,89	124,90	124,96	98735
21052026 120000	124,97	124,60	124,96	124,63	177977
21052026 130000	124,84	124,63	124,64	124,80	95244
21052026 140000	124,88	124,67	124,80	124,80	125923
21052026 150000	124,94	124,63	124,79	124,92	147706
21052026 160000	124,95	124,77	124,93	124,88	105486
21052026 170000	124,88	124,73	124,88	124,81	106626
21052026 180000	124,93	124,81	124,82	124,90	35542
21052026 190000	125,33	124,88	124,91	125,25	81162
21052026 200000	125,29	124,98	125,25	125,02	50196
21052026 210000	125,20	125,01	125,01	125,18	14802
22052026 020000	125,16	125,10	125,14	125,12	2397
22052026 030000	125,17	125,06	125,12	125,13	1547
22052026 040000	125,18	125,13	125,13	125,16	700
22052026 050000	125,20	125,15	125,17	125,16	874
22052026 060000	125,24	125,17	125,17	125,23	1082
22052026 070000	125,27	125,06	125,23	125,08	9398
22052026 080000	125,26	125,07	125,08	125,20	35069
22052026 090000	125,21	125,09	125,20	125,21	70939
22052026 100000	125,30	125,11	125,21	125,24	97712
22052026 110000	125,29	125,19	125,23	125,26	64111
22052026 120000	125,32	125,18	125,26	125,18	50868
22052026 130000	125,35	125,15	125,18	125,29	71382
22052026 140000	125,52	125,27	125,30	125,48	162255
22052026 150000	125,57	125,39	125,48	125,43	161296
22052026 160000	125,46	125,36	125,43	125,41	116615
22052026 170000	125,48	125,39	125,42	125,41	88736
22052026 180000	125,42	125,33	125,42	125,35	31809
22052026 190000	125,54	125,31	125,35	125,41	34153
22052026 200000	125,45	125,33	125,41	125,41	18230
22052026 210000	125,41	125,31	125,41	125,40	8893
25052026 020000	125,96	125,72	125,75	125,89	10179
25052026 030000	125,99	125,90	125,90	125,96	3055
25052026 040000	125,97	125,93	125,96	125,94	1442
25052026 050000	125,99	125,93	125,94	125,94	3808
25052026 060000	125,96	125,91	125,94	125,94	1629
25052026 070000	126,00	125,94	125,94	125,94	4219
25052026 080000	125,98	125,87	125,95	125,95	33737
25052026 090000	126,09	125,88	125,95	126,05	79881
25052026 100000	126,24	126,05	126,06	126,21	64389
25052026 110000	126,31	126,21	126,21	126,27	57655
25052026 120000	126,36	126,24	126,27	126,31	54569
25052026 130000	126,38	126,27	126,30	126,30	47681
25052026 140000	126,43	126,29	126,30	126,39	89918
25052026 150000	126,45	126,37	126,38	126,42	55272
25052026 160000	126,48	126,40	126,42	126,40	45870
25052026 170000	126,40	126,26	126,40	126,33	99098
25052026 180000	126,38	126,31	126,33	126,38	13736
25052026 190000	126,39	126,36	126,38	126,38	4737
25052026 200000	126,39	126,37	126,38	126,38	3628
25052026 210000	126,40	126,38	126,39	126,39	2154
26052026 020000	126,23	126,11	126,23	126,17	6906
26052026 030000	126,20	126,12	126,17	126,18	3696
26052026 040000	126,19	126,15	126,18	126,17	2329
26052026 050000	126,19	126,16	126,17	126,16	1546
26052026 060000	126,20	126,14	126,16	126,16	3896
26052026 070000	126,17	126,08	126,17	126,15	9130
26052026 080000	126,22	126,08	126,15	126,12	48504
26052026 090000	126,16	125,99	126,12	126,08	138901
26052026 100000	126,08	125,95	126,08	125,98	125277
26052026 110000	126,07	125,98	125,99	126,06	100901
26052026 120000	126,22	126,05	126,06	126,13	117577
26052026 130000	126,14	126,00	126,13	126,04	94273
26052026 140000	126,08	125,98	126,04	126,02	90971
26052026 150000	126,08	125,92	126,02	125,97	129274
26052026 160000	126,02	125,94	125,97	125,96	127564
26052026 170000	126,01	125,93	125,95	126,00	116737
26052026 180000	126,07	125,98	126,00	126,00	31586
26052026 190000	126,02	125,97	126,01	126,00	8523
26052026 200000	126,05	125,99	126,00	126,04	8508
26052026 210000	126,06	126,02	126,04	126,06	5775
27052026 020000	126,15	126,10	126,11	126,15	2695
27052026 030000	126,20	126,13	126,14	126,17	2382
27052026 040000	126,24	126,17	126,18	126,22	2312
27052026 050000	126,27	126,21	126,23	126,23	1396
27052026 060000	126,23	126,20	126,22	126,23	1083
27052026 070000	126,24	126,19	126,22	126,23	3826
27052026 080000	126,23	126,13	126,22	126,17	22222
27052026 090000	126,23	126,15	126,17	126,17	69124
27052026 100000	126,25	126,16	126,16	126,22	81603
27052026 110000	126,25	126,17	126,23	126,21	93281
27052026 120000	126,22	126,16	126,22	126,18	80406
27052026 130000	126,19	126,05	126,19	126,06	97291
27052026 140000	126,30	126,01	126,06	126,08	228972
27052026 150000	126,10	125,95	126,07	126,10	169640
27052026 160000	126,11	125,84	126,10	125,95	174062
27052026 170000	126,01	125,88	125,95	125,92	113574
27052026 180000	125,96	125,85	125,92	125,89	31999
27052026 190000	125,90	125,85	125,89	125,89	9266
27052026 200000	125,95	125,88	125,88	125,94	5569
27052026 210000	125,94	125,89	125,94	125,91	6502
28052026 020000	125,81	125,72	125,77	125,81	4942
28052026 030000	125,82	125,75	125,81	125,79	1671
28052026 040000	125,80	125,70	125,79	125,71	2199
28052026 050000	125,72	125,55	125,71	125,56	6955
28052026 060000	125,61	125,53	125,56	125,59	3989
28052026 070000	125,75	125,58	125,60	125,72	10189
28052026 080000	125,78	125,70	125,72	125,76	34971
28052026 090000	125,81	125,70	125,75	125,76	69561
28052026 100000	125,84	125,75	125,76	125,81	81971
28052026 110000	125,91	125,77	125,80	125,87	77738
28052026 120000	125,90	125,74	125,86	125,81	85953
28052026 130000	125,92	125,79	125,82	125,81	92143
28052026 140000	125,93	125,75	125,81	125,90	111632
28052026 150000	125,99	125,86	125,90	125,98	127541
28052026 160000	126,47	125,93	125,98	126,20	270650
28052026 170000	126,24	126,16	126,20	126,18	113485
28052026 180000	126,26	126,16	126,18	126,25	34483
28052026 190000	126,24	126,19	126,23	126,22	7410
28052026 200000	126,23	126,15	126,22	126,17	10985
28052026 210000	126,21	126,14	126,16	126,16	4478
29052026 020000	126,24	126,19	126,19	126,22	2300
29052026 030000	126,33	126,21	126,22	126,29	4697
29052026 040000	126,31	126,25	126,29	126,30	2473
29052026 050000	126,33	126,26	126,29	126,27	2672
29052026 060000	126,30	126,25	126,28	126,25	1878
29052026 070000	126,26	126,19	126,26	126,22	3037
29052026 080000	126,24	126,11	126,22	126,14	25680
29052026 090000	126,15	126,05	126,14	126,11	71831
29052026 100000	126,28	126,11	126,11	126,24	112943
29052026 110000	126,32	126,24	126,24	126,26	82039
29052026 120000	126,32	126,21	126,25	126,25	87758
29052026 130000	126,28	126,18	126,25	126,26	93076
29052026 140000	126,29	126,14	126,27	126,23	95839
29052026 150000	126,30	126,14	126,23	126,15	103978
29052026 160000	126,42	126,14	126,16	126,38	213546
29052026 170000	126,54	126,34	126,38	126,41	376240
29052026 180000	126,46	126,36	126,41	126,41	49063
29052026 190000	126,41	126,31	126,40	126,32	13645
29052026 200000	126,33	126,23	126,31	126,23	11760
29052026 210000	126,29	126,24	126,24	126,27	6260
01062026 020000	126,22	126,13	126,16	126,16	3104
01062026 030000	126,18	126,11	126,16	126,13	4417
01062026 040000	126,13	126,09	126,13	126,12	1542
01062026 050000	126,14	126,09	126,12	126,10	2015
01062026 060000	126,15	126,08	126,09	126,12	1570
01062026 070000	126,14	126,09	126,12	126,13	4845
01062026 080000	126,15	126,01	126,14	126,04	34724
01062026 090000	126,08	125,99	126,04	126,03	65321
01062026 100000	126,07	125,91	126,02	125,96	73549
01062026 110000	125,98	125,92	125,95	125,94	62821
01062026 120000	125,99	125,93	125,95	125,96	40623
01062026 130000	126,02	125,95	125,97	125,99	41910
01062026 140000	126,00	125,96	125,99	125,99	10507
