pnl,dir,src,ts,ix_e,ix_x,cumul,year
0.26,LONG,RSI+BB,2025-08-13 09:00:00,25880,25887,9.229999999999999,2025
-0.45,SHORT,RSI+BB,2025-08-14 09:00:00,25889,25901,8.78,2025
-0.06,SHORT,RSI+BB,2025-08-14 11:00:00,25902,25903,8.719999999999999,2025
-0.68,LONG,RSI+BB,2025-08-15 14:00:00,25907,25920,8.04,2025
-0.03,LONG,RSI+BB,2025-08-15 16:00:00,25921,25922,8.01,2025
0.26,SHORT,RSI+BB,2025-08-18 16:00:00,25930,25936,8.27,2025
0.26,SHORT,RSI+BB,2025-08-21 13:00:00,25959,25975,8.53,2025
0.28,LONG,RSI+BB,2025-08-22 15:00:00,25976,25991,8.809999999999999,2025
0.25,SHORT,RSI+BB,2025-08-25 12:00:00,25992,26002,9.059999999999999,2025
-0.25,SHORT,RSI+BB,2025-08-27 17:00:00,26028,26035,8.809999999999999,2025
-0.26,LONG,RSI+BB,2025-09-01 08:00:00,26045,26068,8.549999999999999,2025
-0.25,LONG,RSI+BB,2025-09-02 08:00:00,26069,26082,8.299999999999999,2025
-0.24,LONG,RSI+BB,2025-09-02 13:00:00,26083,26087,8.059999999999999,2025
0.24,SHORT,RSI+BB,2025-09-05 08:00:00,26100,26124,8.299999999999999,2025
0.27,LONG,RSI+BB,2025-09-05 15:00:00,26125,26131,8.569999999999999,2025
-0.26,SHORT,RSI+BB,2025-09-10 09:00:00,26140,26167,8.309999999999999,2025
-0.01,SHORT,RSI+BB,2025-09-10 21:00:00,26178,26179,8.299999999999999,2025
-0.26,LONG,RSI+BB,2025-09-12 14:00:00,26197,26200,8.04,2025
0.27,LONG,RSI+BB,2025-09-16 09:00:00,26201,26223,8.309999999999999,2025
0.22,SHORT,RSI+BB,2025-09-16 12:00:00,26224,26226,8.53,2025
0.23,LONG,RSI+BB,2025-09-16 16:00:00,26229,26230,8.76,2025
-0.32,LONG,RSI+BB,2025-09-18 15:00:00,26249,26257,8.44,2025
-0.08,LONG,RSI+BB,2025-09-18 17:00:00,26258,26259,8.36,2025
-0.27,LONG,RSI+BB,2025-09-19 09:00:00,26260,26265,8.09,2025
0.08,LONG,RSI+BB,2025-09-24 08:00:00,26266,26306,8.17,2025
0.21,LONG,RSI+BB,2025-09-26 14:00:00,26326,26340,8.38,2025
-0.07,SHORT,RSI+BB,2025-09-26 16:00:00,26341,26342,8.31,2025
-0.1,SHORT,RSI+BB,2025-09-29 08:00:00,26343,26348,8.21,2025
-0.23,SHORT,RSI+BB,2025-09-30 08:00:00,26350,26362,7.98,2025
-0.1,LONG,RSI+BB,2025-10-01 08:00:00,26367,26376,7.880000000000001,2025
0.21,LONG,RSI+BB,2025-10-01 12:00:00,26377,26380,8.090000000000002,2025
0.23,SHORT,RSI+BB,2025-10-06 08:00:00,26401,26418,8.320000000000002,2025
0.2,LONG,RSI+BB,2025-10-06 10:00:00,26419,26420,8.520000000000001,2025
0.23,LONG,RSI+BB,2025-10-08 08:00:00,26421,26446,8.750000000000002,2025
-0.2,SHORT,RSI+BB,2025-10-08 12:00:00,26447,26450,8.550000000000002,2025
0.22,SHORT,RSI+BB,2025-10-09 11:00:00,26451,26463,8.770000000000003,2025
0.21,LONG,RSI+BB,2025-10-10 11:00:00,26468,26477,8.980000000000004,2025
-0.21,SHORT,RSI+BB,2025-10-13 14:00:00,26484,26494,8.770000000000003,2025
-0.2,SHORT,RSI+BB,2025-10-15 09:00:00,26503,26517,8.570000000000004,2025
-0.22,SHORT,RSI+BB,2025-10-16 18:00:00,26524,26540,8.350000000000003,2025
-0.24,SHORT,RSI+BB,2025-10-17 08:00:00,26541,26544,8.110000000000003,2025
0.25,SHORT,RSI+BB,2025-10-17 10:00:00,26545,26546,8.360000000000003,2025
-0.21,LONG,RSI+BB,2025-10-20 08:00:00,26550,26558,8.150000000000002,2025
0.23,SHORT,RSI+BB,2025-10-23 18:00:00,26573,26610,8.380000000000003,2025
-0.21,LONG,RSI+BB,2025-10-24 15:00:00,26616,26621,8.170000000000002,2025
0.22,LONG,RSI+BB,2025-10-28 09:00:00,26622,26643,8.390000000000002,2025
0.19,SHORT,RSI+BB,2025-10-28 17:00:00,26644,26651,8.580000000000002,2025
-0.18,LONG,RSI+BB,2025-10-29 20:00:00,26659,26668,8.400000000000002,2025
0.19,LONG,RSI+BB,2025-10-30 16:00:00,26669,26678,8.590000000000002,2025
0.2,LONG,RSI+BB,2025-11-04 08:00:00,26708,26712,8.790000000000001,2025
0.18,SHORT,RSI+BB,2025-11-05 15:00:00,26727,26733,8.97,2025
-0.03,LONG,RSI+BB,2025-11-05 18:00:00,26735,26736,8.940000000000001,2025
0.18,LONG,RSI+BB,2025-11-06 15:00:00,26737,26747,9.120000000000001,2025
0.19,LONG,RSI+BB,2025-11-10 10:00:00,26769,26770,9.31,2025
0.17,SHORT,RSI+BB,2025-11-12 09:00:00,26789,26797,9.48,2025
-0.08,LONG,RSI+BB,2025-11-12 12:00:00,26798,26800,9.4,2025
-0.16,LONG,RSI+BB,2025-11-13 15:00:00,26815,26817,9.24,2025
0.19,LONG,RSI+BB,2025-11-14 13:00:00,26826,26829,9.43,2025
0.19,SHORT,RSI+BB,2025-11-18 17:00:00,26853,26861,9.62,2025
0.2,LONG,RSI+BB,2025-11-19 12:00:00,26863,26870,9.819999999999999,2025
-0.08,SHORT,RSI+BB,2025-11-19 15:00:00,26871,26873,9.739999999999998,2025
0.2,LONG,RSI+BB,2025-11-20 17:00:00,26886,26889,9.939999999999998,2025
-0.16,SHORT,RSI+BB,2025-11-21 10:00:00,26895,26896,9.779999999999998,2025
0.22,SHORT,RSI+BB,2025-11-21 17:00:00,26897,26903,9.999999999999998,2025
-0.19,SHORT,RSI+BB,2025-11-26 12:00:00,26927,26940,9.809999999999999,2025
0.2,SHORT,RSI+BB,2025-11-28 09:00:00,26946,26964,10.009999999999998,2025
-0.17,LONG,RSI+BB,2025-12-01 08:00:00,26965,26977,9.839999999999998,2025
-0.17,LONG,RSI+BB,2025-12-01 10:00:00,26978,26979,9.669999999999998,2025
-0.17,LONG,RSI+BB,2025-12-01 14:00:00,26980,26983,9.499999999999998,2025
-0.18,LONG,RSI+BB,2025-12-02 13:00:00,26984,26996,9.319999999999999,2025
0.17,SHORT,RSI+BB,2025-12-04 08:00:00,27012,27019,9.489999999999998,2025
-0.16,LONG,RSI+BB,2025-12-04 14:00:00,27020,27025,9.329999999999998,2025
-0.04,SHORT,RSI+BB,2025-12-05 10:00:00,27033,27034,9.29,2025
-0.06,LONG,RSI+BB,2025-12-05 19:00:00,27042,27043,9.229999999999999,2025
-0.18,LONG,RSI+BB,2025-12-08 12:00:00,27047,27050,9.049999999999999,2025
-0.19,LONG,RSI+BB,2025-12-08 16:00:00,27051,27054,8.86,2025
0.21,LONG,RSI+BB,2025-12-09 10:00:00,27055,27062,9.07,2025
-0.21,LONG,RSI+BB,2025-12-10 10:00:00,27075,27076,8.86,2025
0.23,LONG,RSI+BB,2025-12-10 15:00:00,27077,27081,9.09,2025
0.21,LONG,RSI+BB,2025-12-15 08:00:00,27110,27115,9.3,2025
0.2,SHORT,RSI+BB,2025-12-16 15:00:00,27116,27135,9.5,2025
0.21,SHORT,RSI+BB,2025-12-17 10:00:00,27143,27144,9.71,2025
0.22,LONG,RSI+BB,2025-12-18 16:00:00,27163,27164,9.930000000000001,2025
-0.14,LONG,RSI+BB,2025-12-19 17:00:00,27174,27179,9.790000000000001,2025
-0.21,SHORT,RSI+BB,2025-12-29 08:00:00,27199,27211,9.58,2025
0.22,SHORT,RSI+BB,2026-01-02 08:00:00,27212,27239,9.8,2026
0.21,LONG,RSI+BB,2026-01-02 10:00:00,27240,27241,10.010000000000002,2026
0.22,LONG,RSI+BB,2026-01-05 15:00:00,27249,27260,10.230000000000002,2026
-0.22,SHORT,RSI+BB,2026-01-06 16:00:00,27270,27275,10.010000000000002,2026
-0.22,SHORT,RSI+BB,2026-01-07 10:00:00,27282,27283,9.790000000000001,2026
0.24,SHORT,RSI+BB,2026-01-07 16:00:00,27284,27289,10.030000000000001,2026
0.23,LONG,RSI+BB,2026-01-12 14:00:00,27297,27329,10.260000000000002,2026
0.23,SHORT,RSI+BB,2026-01-13 10:00:00,27330,27339,10.490000000000002,2026
-0.2,SHORT,RSI+BB,2026-01-14 16:00:00,27355,27359,10.290000000000003,2026
0.21,SHORT,RSI+BB,2026-01-16 13:00:00,27360,27384,10.500000000000004,2026
0.2,LONG,RSI+BB,2026-01-19 08:00:00,27385,27393,10.700000000000003,2026
0.21,SHORT,RSI+BB,2026-01-19 15:00:00,27394,27400,10.910000000000004,2026
-0.22,LONG,RSI+BB,2026-01-20 12:00:00,27408,27411,10.690000000000003,2026
0.23,LONG,RSI+BB,2026-01-26 08:00:00,27459,27463,10.920000000000003,2026
-0.23,SHORT,RSI+BB,2026-01-29 11:00:00,27468,27508,10.690000000000003,2026
-0.19,SHORT,RSI+BB,2026-01-29 16:00:00,27510,27513,10.500000000000004,2026
0.21,SHORT,RSI+BB,2026-01-30 08:00:00,27514,27519,10.710000000000004,2026
-0.01,LONG,RSI+BB,2026-02-02 13:00:00,27537,27538,10.700000000000005,2026
-0.19,LONG,RSI+BB,2026-02-03 08:00:00,27541,27547,10.510000000000005,2026
0.19,LONG,RSI+BB,2026-02-04 09:00:00,27550,27562,10.700000000000005,2026
-0.34,SHORT,RSI+BB,2026-02-05 17:00:00,27568,27584,10.360000000000005,2026
-0.21,SHORT,RSI+BB,2026-02-06 08:00:00,27585,27589,10.150000000000004,2026
0.21,SHORT,RSI+BB,2026-02-06 15:00:00,27590,27596,10.360000000000005,2026
0.19,LONG,RSI+BB,2026-02-09 15:00:00,27605,27610,10.550000000000004,2026
-0.18,SHORT,RSI+BB,2026-02-11 08:00:00,27624,27631,10.370000000000005,2026
-0.18,SHORT,RSI+BB,2026-02-12 19:00:00,27653,27656,10.190000000000005,2026
-0.18,SHORT,RSI+BB,2026-02-13 15:00:00,27657,27666,10.010000000000005,2026
0.2,SHORT,RSI+BB,2026-02-13 17:00:00,27667,27668,10.210000000000004,2026
0.19,SHORT,RSI+BB,2026-02-18 08:00:00,27687,27700,10.400000000000004,2026
-0.11,LONG,RSI+BB,2026-02-19 08:00:00,27701,27714,10.290000000000004,2026
0.17,LONG,RSI+BB,2026-02-19 15:00:00,27715,27721,10.460000000000004,2026
-0.16,SHORT,RSI+BB,2026-02-23 18:00:00,27750,27752,10.300000000000004,2026
-0.16,SHORT,RSI+BB,2026-02-26 15:00:00,27753,27791,10.140000000000004,2026
-0.14,SHORT,RSI+BB,2026-02-27 08:00:00,27792,27798,10.000000000000004,2026
-0.15,SHORT,RSI+BB,2026-02-27 15:00:00,27802,27805,9.850000000000003,2026
-0.15,SHORT,RSI+BB,2026-02-27 17:00:00,27806,27807,9.700000000000003,2026
